,Track_ID,Track_Title,Track_Artist,Track_Popularity,Track_URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acoutsicness,Instrumentalness,Liveness,Valence,Tempo
9474,38PCpNNE5covoh1X06upVZ,Mrs. Whoever,Saba,46,https://p.scdn.co/mp3-preview/dad5cf8afc24e666398f1a4d4e1587c2dbfb48e7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.663,0.536,0,-11.823,0,0.378,0.325,0.0,0.12,0.394,83.686
9475,2YLzZBSVSYUVsGv7Qxeoy6,MS PORTER (feat. Night Lovell),$NOT,59,https://p.scdn.co/mp3-preview/d4702c1f66d85e13c5c3f00f0e6cd1cae40ba8a5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.726,0.679,0,-9.907,0,0.248,0.789,1.85e-05,0.0998,0.474,124.972
9476,5V8TXx6knxeSSo6lZWH0ps,Ms. California,Beach Bunny,7,https://p.scdn.co/mp3-preview/5fb861aafde461a4393899a9d648e6b9a997b02a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.579,0.863,4,-3.938,1,0.0398,0.000205,0.117,0.0844,0.628,121.977
9477,493u0mah1icJ3e1Tmllra4,Ms. Dramatic,Quarters of Change,39,https://p.scdn.co/mp3-preview/239e1a953405ac6c53c26be9ff43248af0c8cc93?cid=1346ad7fd5d14060af96cc4eaf61e382,0.587,0.893,5,-3.979,0,0.0508,0.141,0.0,0.256,0.725,130.094
9478,3llFXzpLPQmxag3iL35yxg,MTOMB (feat. Liv.e),Earl Sweatshirt,49,https://p.scdn.co/mp3-preview/241848ddbc3bba3aeddadf98f750b41f5f1952ac?cid=1346ad7fd5d14060af96cc4eaf61e382,0.542,0.47,4,-7.434,1,0.348,0.327,7.72e-05,0.127,0.579,124.806
9480,6I5VbxQiJYBetYKdlRINr3,Much Money (feat. Freddie Gibbs),Kenny Mason,48,https://p.scdn.co/mp3-preview/3e6b0b958d0dfe6eed6cf11a474b253b709ce702?cid=1346ad7fd5d14060af96cc4eaf61e382,0.753,0.605,8,-6.792,1,0.0832,0.0874,2.33e-05,0.169,0.37,112.991
9482,5cUy8nNa0g2AZO16ch4hBv,Muffin,KIITA,7,https://p.scdn.co/mp3-preview/11e7cedfec934c6f0364dac0d775f5f838a17a4d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.608,0.285,1,-10.733,1,0.0328,0.824,4.94e-06,0.0839,0.39,126.019
9484,1jOgJN75btuUONIdf57vHz,Munch (Feelin’ U),Ice Spice,76,https://p.scdn.co/mp3-preview/95a1e62a8af0ee2797475665dac8abb3145d74be?cid=1346ad7fd5d14060af96cc4eaf61e382,0.811,0.528,11,-7.278,0,0.275,0.291,0.0,0.0787,0.635,166.084
9486,0SK6p0iQBwpWNwKVI4iLwq,MURDA,Preme,31,https://p.scdn.co/mp3-preview/dffee2f8c03230b9affd6bfec706bc49dd8a55a4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.515,0.679,1,-6.169,0,0.186,0.248,3.02e-05,0.101,0.416,147.994
9487,5PHElN2cJBMl7LrMsC8oc1,Murder,JayDaYoungan,40,https://p.scdn.co/mp3-preview/ea3b17b5ee392b3489c764ab8840364eb430bd17?cid=1346ad7fd5d14060af96cc4eaf61e382,0.485,0.74,10,-7.697,0,0.296,0.13,0.0,0.12,0.881,156.109
9488,55dw4v6Uw6lmqGUxM6vdzV,Murder Most Foul,Bob Dylan,30,https://p.scdn.co/mp3-preview/f19d85d829869261107e053ce6628608bcd964a4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.361,0.174,0,-19.751,1,0.0463,0.83,0.000512,0.0903,0.106,76.976
9489,3rLEBpW17OHOovVl0kcFKZ,MUSCLE MEMORY,Kelsea Ballerini,60,https://p.scdn.co/mp3-preview/3e9238cb09ea1a250ec437172d86168b18ee1bc2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.596,0.786,8,-4.782,1,0.0391,0.00715,0.0,0.192,0.788,93.959
9490,5ihYhdTD821QxrVkb4OSAh,Music City USA,Charley Crockett,41,https://p.scdn.co/mp3-preview/8ef128544f3463ed3a2aafc550c331d94fd574b3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.678,0.566,4,-8.117,1,0.0325,0.291,0.029,0.114,0.398,92.548
9491,5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,Harry Styles,84,https://p.scdn.co/mp3-preview/b362f060e5b9261aca193c58e694b1f097d2cd41?cid=1346ad7fd5d14060af96cc4eaf61e382,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041
9492,7nlXw2qQ38tx4UvBwVL5Ne,Music Means Love Forever,Steve Aoki,43,https://p.scdn.co/mp3-preview/1cee44d407844d174dcd697edf29921f566ee847?cid=1346ad7fd5d14060af96cc4eaf61e382,0.586,0.951,9,-3.715,1,0.0387,0.00934,0.225,0.319,0.16,128.03
9493,7doJTm33FOrVlGJVybeM5T,Music to Clean the House to,Nick Leng,18,https://p.scdn.co/mp3-preview/2062d49896a34d67847a3351d5a1cb93d902fd55?cid=1346ad7fd5d14060af96cc4eaf61e382,0.32,0.485,1,-8.125,0,0.0306,0.0614,0.54,0.181,0.155,79.769
9495,6AIMGwDREa86WOdxIQj2S7,Musician,Porter Robinson,41,https://p.scdn.co/mp3-preview/9b53ab760f044ecca9f59c86801586c7fd645c5b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.617,0.737,1,-5.224,1,0.0321,0.0119,0.0,0.0571,0.522,120.033
9496,2n1oPHJVMPWJkjgHwVcksY,Must Be,J Hus,46,https://p.scdn.co/mp3-preview/5be11de3bc209b7a7261728161d14c157bc19b33?cid=1346ad7fd5d14060af96cc4eaf61e382,0.544,0.677,6,-5.011,1,0.342,0.0251,6.93e-06,0.241,0.601,90.701
9497,3gEeg3lRnlBYbC5lwG8C7R,Must Be Something,Dee Gatti,26,https://p.scdn.co/mp3-preview/d2403475bfca90cea404480490ee1d8df91cffa7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.594,0.725,6,-4.982,0,0.0798,0.0647,0.00177,0.198,0.772,87.968
9498,6qomQtETB8ovqxCJzwJS74,Must Stop (Falling in Love) [feat. Sarah Barthel of Phantogram],ONR,43,https://p.scdn.co/mp3-preview/9b7c882bf76c4401dd8de03f1c193748d515bbc9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.602,0.676,7,-6.028,1,0.0334,0.00381,0.000101,0.0723,0.446,177.998
9501,3CwcGdFwFF3DfHGGppdI4X,Muwop (feat. Gucci Mane),Latto,51,https://p.scdn.co/mp3-preview/4bebd0316f399f236251d28800bfa7a8f9cfeca4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.79,0.61,9,-6.958,0,0.102,0.0613,0.0,0.243,0.62,145.88
9502,4VgYtXCVJ7IbWAZ5ryfvEQ,Muévelo,Nicky Jam,68,https://p.scdn.co/mp3-preview/197373e5ddb569c23ccf9b10d8eeae859603de60?cid=1346ad7fd5d14060af96cc4eaf61e382,0.594,0.808,7,-2.409,1,0.0489,0.415,1.39e-05,0.565,0.919,188.09
9504,2ayvMaVf5RAXnNQwHvArB7,MVP,FaZe Kaysan,58,https://p.scdn.co/mp3-preview/d6e6d0d311ce50d995c46137c23f79a86bb0509a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.749,0.761,9,-4.67,1,0.16,0.113,0.0,0.066,0.512,144.019
9505,3RC5EtnifJy7fsceiVPaTt,MVP,slimdan,13,https://p.scdn.co/mp3-preview/65d8a408f3ee9c1e2c6ed28df2623b72da822993?cid=1346ad7fd5d14060af96cc4eaf61e382,0.619,0.488,7,-9.0,1,0.0957,0.887,0.0012,0.245,0.561,91.154
9508,2UQ2oUbHiB8wWYCE42JX0k,My All,Polo G,80,https://p.scdn.co/mp3-preview/3775ab2f7822d001cee3d9f021abba93608b14e6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.493,0.613,1,-6.636,1,0.414,0.0393,0.0,0.128,0.373,156.104
9510,5CYkymD2AqbSFGG2KQr88n,My Argentina,Rayland Baxter,27,https://p.scdn.co/mp3-preview/49483abda741d34fe4b887c888788063c94ee9d3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.413,0.154,0,-15.49,1,0.0484,0.933,4.79e-06,0.126,0.233,112.046
9511,5thEuYF5DJK0KPk3eFUVXe,My Argentina,Rayland Baxter,38,https://p.scdn.co/mp3-preview/49483abda741d34fe4b887c888788063c94ee9d3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.413,0.154,0,-15.49,1,0.0484,0.933,4.79e-06,0.126,0.233,112.046
9512,75nCGDsQW8BQsCXQrhFmoK,My Attitude,Flo Milli,40,https://p.scdn.co/mp3-preview/55ba754fa472004eeed298e80c5183af7e0e32bc?cid=1346ad7fd5d14060af96cc4eaf61e382,0.903,0.615,2,-6.121,1,0.377,0.0369,0.0,0.0823,0.886,155.964
9513,3fmDuSEWyv5g13VeBb1maE,My Babe,Spoon,22,https://p.scdn.co/mp3-preview/4d19cd07942a33b33359969650cfa98cda8825b4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.703,0.461,2,-6.283,1,0.0329,0.518,0.000129,0.105,0.436,95.045
9514,6J0H5IUCeCdCufAjCklgK7,My Baby (feat. Zhavia Ward),Lil Skies,45,https://p.scdn.co/mp3-preview/791f7a6a8efb806c632b77784b62dc66bc9ae396?cid=1346ad7fd5d14060af96cc4eaf61e382,0.8,0.597,9,-9.082,1,0.203,0.0299,0.0,0.177,0.449,95.072
9515,5ql22UbzPOJrDSjVeTvX6E,My Bad,Teddy Swims,54,https://p.scdn.co/mp3-preview/ad5b17c05a57969f6d8d8f5d5445b0944a0cccaf?cid=1346ad7fd5d14060af96cc4eaf61e382,0.76,0.738,9,-6.056,1,0.0596,0.122,0.0,0.0787,0.313,137.38
9516,7zAET3CA2JHtQmvC5EtysA,my best friend's ex,emlyn,50,https://p.scdn.co/mp3-preview/2727f0b117339af477111cba91f93a23b1556956?cid=1346ad7fd5d14060af96cc4eaf61e382,0.679,0.849,9,-2.772,1,0.134,0.0171,0.0,0.449,0.744,105.059
9520,3JBIx0BaDeQlp9lpYj6pxx,My Bruddas,D3szn,23,https://p.scdn.co/mp3-preview/978612da7c4bf14514011d09d68802e7b9b31af6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.693,0.638,9,-7.966,0,0.0751,0.217,0.0,0.105,0.355,102.067
9521,4eafVkuOMZXeSxndufbVdK,My Bruddas (feat. Yung Bans),Lil Gnar,33,https://p.scdn.co/mp3-preview/dbcfbcf2f1848eaf80ffab435f974862148477bc?cid=1346ad7fd5d14060af96cc4eaf61e382,0.691,0.696,7,-7.3,0,0.0366,0.00353,0.0,0.43,0.431,139.991
9522,0gni2Sm8WPwYkC3m8XF479,My Chain,SOB X RBE,31,https://p.scdn.co/mp3-preview/dcc842c77445ce77e65a0c278b437f759cd657e1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.816,0.617,10,-7.113,0,0.364,0.0271,0.0,0.25,0.683,97.095
9523,6d9nkLaLMZFHAUtxLH7tlK,My City,ONEFOUR,38,https://p.scdn.co/mp3-preview/52bbef1a9842d1a1a1c46a99e6b6cae7707a5683?cid=1346ad7fd5d14060af96cc4eaf61e382,0.868,0.474,2,-8.252,1,0.339,0.0258,0.0,0.101,0.189,130.0
9524,6qhRwG99piUXDJMrj5mg5j,MY CRUSH,KILLBOY,43,https://p.scdn.co/mp3-preview/6c99e771e7ee19b1b6c8f318f295a82e4592c5b9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.56,0.8,2,-4.027,1,0.0607,0.0166,5.38e-05,0.263,0.338,90.047
9526,06uyr0gvFDXBo4IBDIK8GY,My Dream Girl Is My Ex Now,Sam Setton,27,https://p.scdn.co/mp3-preview/bbb31504f4751e06329b4480b1f1c3515fea5ab9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.539,0.601,7,-7.119,1,0.0378,0.467,1.46e-05,0.122,0.0982,136.846
9528,3eTvyX4x5tBaXBBQsVKTHh,My Dying Spirit,Greyson Chance,48,https://p.scdn.co/mp3-preview/1da4612b783fdb6b560ad2347dfd1c83df78da08?cid=1346ad7fd5d14060af96cc4eaf61e382,0.56,0.378,6,-9.005,1,0.0276,0.771,0.000129,0.133,0.251,84.995
9529,5joeIfncVcIwkrOqyXvKCx,My Escape,Joyner Lucas,49,https://p.scdn.co/mp3-preview/8a7e07ff96bbeb59f83ecdb37c1d48ea496a6665?cid=1346ad7fd5d14060af96cc4eaf61e382,0.627,0.711,1,-9.682,1,0.423,0.0206,1.72e-05,0.108,0.205,99.031
9533,4jbWeX5w0Sa5BWBZpq5JU2,My Frequency (feat. RebMoe),Tiësto,45,https://p.scdn.co/mp3-preview/a6520c20b420c4bd6407f69715dcca183b1fcbea?cid=1346ad7fd5d14060af96cc4eaf61e382,0.733,0.894,10,-4.761,1,0.124,0.0196,5.7e-05,0.619,0.488,125.982
9535,2itZgYapZydY2kmKoN7xwV,My Friends,Lowertown,35,https://p.scdn.co/mp3-preview/4d99338af97dbac06ff8e36bace08ead484bddb6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.272,0.957,9,-0.896,1,0.055,0.00055,0.79,0.199,0.303,154.739
9536,0wTTf3msjDJ8NcZGTmQJQV,My Friends (feat. Lil Durk),Ty Dolla $ign,73,https://p.scdn.co/mp3-preview/4abdf802c1fb2146227a8c42b31070e996d581c2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.633,0.478,8,-8.039,1,0.044,0.0558,0.0,0.202,0.441,169.961
9537,64RnefzM0iBMHyDDzU2GbZ,My Friends Online,ELIO,31,https://p.scdn.co/mp3-preview/02e68b7a8d04d3655b09ca913f0a8af9a500c7d3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.668,0.756,9,-3.594,1,0.0341,0.448,0.00143,0.0694,0.62,118.046
9539,1VTwC3ckWtSWzNwCvWz1pT,My Future,CHIKA,35,https://p.scdn.co/mp3-preview/4e6d9ef1035c76e4474d77e3907b7750e9df1184?cid=1346ad7fd5d14060af96cc4eaf61e382,0.444,0.232,8,-11.93,1,0.0412,0.783,8.37e-05,0.106,0.356,115.022
9541,1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,79,https://p.scdn.co/mp3-preview/78e5db0845b663fb5e1f4c3c05de6e751fde99c8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001
9542,13Qe9Ad3zLm58cIb9n4YtG,MY HEAD :(,Jack Kays,48,https://p.scdn.co/mp3-preview/ef84eebdcf31e712fbd161d45369b10d88587b3a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.942,0.439,0,-8.519,1,0.0864,0.346,0.0,0.107,0.231,125.018
9545,2zsmJ1AE5MlLfVrwaCytiD,My House,Declan McKenna,48,https://p.scdn.co/mp3-preview/6a4bba0926c4ef8873643d08ef4262ea3266c7bf?cid=1346ad7fd5d14060af96cc4eaf61e382,0.769,0.821,1,-4.833,0,0.0611,0.708,0.000736,0.142,0.839,113.053
9547,35Rb0YHxDS7y2ktCmVt2He,My Kingdom,Jemere Morgan,32,https://p.scdn.co/mp3-preview/f29bb7c2f7d0604ebdbc8416d4b33f1656d273cf?cid=1346ad7fd5d14060af96cc4eaf61e382,0.665,0.519,5,-7.947,0,0.255,0.0599,1.25e-06,0.115,0.552,93.102
9548,5nutMjOPSSB9I9CUGOg8lm,My Kink is Karma,Chappell Roan,54,https://p.scdn.co/mp3-preview/584077cb79f9262c12a244f35b64e3a730d7dcc7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.582,0.526,2,-6.201,1,0.0624,0.0621,0.0,0.0847,0.273,86.256
9549,5ZX9pR2FTJmxZG6BEgT7O3,My Life Story,Quando Rondo,26,https://p.scdn.co/mp3-preview/ca3d7de27c5f9f4e38a434b227d07f27cccdb52d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.522,0.684,4,-5.516,0,0.338,0.247,0.0,0.157,0.439,157.592
9550,4vtz1ng68dqB5u7H8CLqQP,My Lil Dance (feat. Gucci Mane),Hotboy Wes,33,https://p.scdn.co/mp3-preview/403e7da902b3500ed1973855ef244ce4f0698ba4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.897,0.802,10,-5.534,0,0.244,0.0528,0.0,0.0933,0.63,128.036
9551,5Ei4MN21y7ZQLfnPJW9L60,My Limb,Hayley Williams,47,https://p.scdn.co/mp3-preview/3ba6d01ae9123bebadb235e66e1adf42c9971cf1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.719,0.529,5,-8.029,0,0.0303,0.216,0.352,0.0976,0.401,145.006
9556,3jLVBJpnTVkBHMWXHZAa3F,My Man,Becky G,38,https://p.scdn.co/mp3-preview/7a1681ea5db10670889bf0ca29b71e6af93afbc8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.798,0.918,0,-2.2,1,0.125,0.0418,0.0109,0.187,0.545,98.016
9559,6R5yQVr20qZBgi7ZSPHUWX,My Mistake,Jake Wesley Rogers,39,https://p.scdn.co/mp3-preview/ef10a9dc71cb7104623faae5e2acb01564b13b67?cid=1346ad7fd5d14060af96cc4eaf61e382,0.598,0.458,0,-7.606,1,0.0285,0.266,0.0,0.115,0.22,120.753
9560,3ADDLOa2NjjLFQ7g2FTiYx,My Mother Wants Me Dead,carolesdaughter,51,https://p.scdn.co/mp3-preview/481f9619e2b5bf0abade75d940b2d767a1031c79?cid=1346ad7fd5d14060af96cc4eaf61e382,0.446,0.681,10,-4.474,1,0.0655,0.00187,4.71e-05,0.135,0.52,190.003
9563,13bwrVGjmhOqDdw9MiaS76,my oh my,bbno$,49,https://p.scdn.co/mp3-preview/8f51a598ce2adac6c6aeb6be13b244c24998fcb1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.704,0.657,1,-9.431,0,0.0934,0.00873,0.000226,0.297,0.527,107.931
9564,3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,75,https://p.scdn.co/mp3-preview/d1787a529b22174f4822cd2654cf127e5ee571a4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
9565,4Q6hxbRrNlSa4hyx04IyEA,My Own Company,Dounia,30,https://p.scdn.co/mp3-preview/3c5a08a9f8912f68c9582aa78afd852238deddf6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.693,0.458,10,-11.368,0,0.214,0.0774,1.38e-06,0.331,0.379,123.939
9566,2bR6LkOC10pZ3udHdZiENF,My Own Dance,Kesha,31,https://p.scdn.co/mp3-preview/10d8cbd2f1bddc695346592a5f863a9d8cd8814a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.84,0.724,2,-5.353,1,0.109,0.0878,0.0,0.0301,0.431,101.994
9570,3jMb51WRDxwfPriUhNwyTm,My Place,Filmore,25,https://p.scdn.co/mp3-preview/3ef02a0aa8133988d84f3149d1f3684495d944ad?cid=1346ad7fd5d14060af96cc4eaf61e382,0.684,0.746,9,-5.408,1,0.0589,0.0682,0.0,0.0826,0.72,99.942
9571,4r2UuFTSEkWau84TEBZx3n,My Play,AJR,15,https://p.scdn.co/mp3-preview/a56130f67e1df4c8baa4a884b4f19ac63e7873a7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.536,0.436,5,-8.252,1,0.0287,0.0922,0.0,0.104,0.406,78.957
9572,2wwBp7bMHqlyCXxGLSE1BG,"My Power - From ""Project Power""",CHIKA,34,https://p.scdn.co/mp3-preview/836b254aa1ed1e882c30a90ade1dc5795d8a2d80?cid=1346ad7fd5d14060af96cc4eaf61e382,0.795,0.616,2,-4.013,1,0.239,0.367,1.14e-06,0.0907,0.655,95.091
9573,0Zp9bIm1BeIyFiYNAof3Sm,My Purple iPod Nano,jamesjamesjames,37,https://p.scdn.co/mp3-preview/52e77c28eb9a4d27f281f32dcc0590956f007702?cid=1346ad7fd5d14060af96cc4eaf61e382,0.759,0.888,10,-10.005,1,0.0975,0.333,0.899,0.184,0.0583,132.966
9575,1HmhJrabjvTHZlkKDUzZfX,My Shit,Bizzy Banks,40,https://p.scdn.co/mp3-preview/307b2c6fdc7d1be84f09959893ae12c082d7ce2b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.453,0.666,3,-5.439,0,0.268,0.654,0.0,0.184,0.431,92.319
9576,2FmDi5HE46v0sLT2D6L3yJ,My Side,Rocci,15,https://p.scdn.co/mp3-preview/b976a0f887f36a0d25b06f93dfd8662249389fc4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.744,0.492,10,-8.574,0,0.0492,0.731,4.21e-06,0.0949,0.673,132.937
9577,3wQiAVOZkQ87Owddb3bACq,My Sister (feat. Jorja Smith),Shaybo,33,https://p.scdn.co/mp3-preview/90cc919a70b34973670745ccdbb3974e325920d9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.606,0.663,9,-7.16,0,0.346,0.375,0.0,0.11,0.424,95.098
9578,2uly2KqqE2cL2fzxyMKnC6,my slime,Fousheé,30,https://p.scdn.co/mp3-preview/089801924f7e2def9d690b3105ffdee02f881a85?cid=1346ad7fd5d14060af96cc4eaf61e382,0.576,0.329,3,-12.454,0,0.0511,0.595,0.0,0.236,0.312,81.69
9579,4QlbH3QGLr13WeLUywH9DA,"My Swisher Sweet, But My Sig Sauer",$uicideboy$,76,https://p.scdn.co/mp3-preview/576a777cc221fe65b89094b548e2bae0caf10622?cid=1346ad7fd5d14060af96cc4eaf61e382,0.683,0.969,0,-3.29,1,0.171,0.000275,0.126,0.94,0.595,170.017
9580,2jmvTtAdFIZcPxpX4dxuF9,My Thoughts 3 / Pop's Prayer,Babyface Ray,36,https://p.scdn.co/mp3-preview/0dc688805535de74b82531c8227cc9595fe214d3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.546,0.697,1,-5.072,1,0.466,0.643,0.0,0.369,0.672,112.859
9582,5PCJKu82WVhrnT20GZjIzo,My Time to Shine,UPSAHL,42,https://p.scdn.co/mp3-preview/0a413960dbc98c730124f21909c4142ae5f82b48?cid=1346ad7fd5d14060af96cc4eaf61e382,0.687,0.908,11,-6.063,0,0.0505,0.0061,0.0014,0.177,0.61,94.047
9585,3FeVmId7tL5YN8B7R3imoM,My Universe,Coldplay,84,https://p.scdn.co/mp3-preview/875a228ea57ea936f48100f4110b9fca60b910ed?cid=1346ad7fd5d14060af96cc4eaf61e382,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988
9588,4YIVPG1e2m9moeCRdc3w0E,My Way,Pip Millett,51,https://p.scdn.co/mp3-preview/ca1134fe83b20f802b17fa9ac2b52f191542f289?cid=1346ad7fd5d14060af96cc4eaf61e382,0.525,0.88,1,-6.561,0,0.286,0.0174,0.000154,0.101,0.818,95.401
9589,42OXgCBByC4p3tm0w4MXIT,My Way (feat. Tyler Hubbard),Lathan Warlick,36,https://p.scdn.co/mp3-preview/31d029039551bb5589440a99a2260f0cfbe6a2ca?cid=1346ad7fd5d14060af96cc4eaf61e382,0.692,0.713,7,-4.556,1,0.127,0.0981,0.0,0.163,0.399,175.96
9592,7IECs9d4Rrlpa7tiHOCE1w,My Window (feat. Lil Wayne),YoungBoy Never Broke Again,63,https://p.scdn.co/mp3-preview/1286aceb724f4b3ad669135a8565f0689fad5ff1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.778,0.662,8,-6.081,0,0.308,0.187,0.0,0.116,0.571,149.935
9593,3GsQiEOwY9i3q9HQZQWxmr,My World,KillBunk,40,https://p.scdn.co/mp3-preview/b27ea6aa64a5a5790399a35ce4ba7348df15504f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.593,0.698,8,-6.982,1,0.125,0.00816,0.0,0.116,0.454,143.052
9595,56uXDJRCuoS7abX3SkzHKQ,Myron,Lil Uzi Vert,73,https://p.scdn.co/mp3-preview/e60ad6e16b53d442969fced7d41071d1c48ab4dc?cid=1346ad7fd5d14060af96cc4eaf61e382,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047
9597,2qmGNxyjEmdOAZB0dLPMMf,Myspace,BabyTron,57,https://p.scdn.co/mp3-preview/23edb4d9b9b28bd9a435d259b1cb1dd55a585faf?cid=1346ad7fd5d14060af96cc4eaf61e382,0.7,0.709,1,-6.016,1,0.431,0.022,0.0,0.174,0.628,180.003
9598,04Psr6RDdAzAHiWLUVfnm5,Mystery,Johnny Yukon,17,https://p.scdn.co/mp3-preview/61a25ceffd4131628b4f7ec1bcb1cdaa35b8284d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.765,0.581,0,-5.671,0,0.0367,0.36,7.3e-06,0.163,0.442,146.933
9599,3ZW48z429TwTJlEN9vxs8u,Mystery,Ralph Castelli,57,https://p.scdn.co/mp3-preview/c18edd790f6f53af160980bdb86ed9187df202d4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.832,0.603,6,-10.546,0,0.0416,0.106,0.0688,0.132,0.165,100.002
9601,1h30YmutXoFXcSruha08zj,Máquina del Tiempo,Dalex,47,https://p.scdn.co/mp3-preview/c34aa606c43bb7c5a36eb78468efeae4a0357716?cid=1346ad7fd5d14060af96cc4eaf61e382,0.64,0.74,10,-3.704,0,0.0518,0.668,0.0,0.25,0.343,104.991
9602,69Y5IZuBvGyzySFt5x7kCq,Más De La Una,Piso 21,63,https://p.scdn.co/mp3-preview/aaa3de93bb483d5f730e4f80b3fc87fc7fb32f27?cid=1346ad7fd5d14060af96cc4eaf61e382,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284
9603,5k5duWxo5HqhetBe6ucgZJ,Méchante,Aya Nakamura,60,https://p.scdn.co/mp3-preview/6190f3bc8049eb94148f35c897d2dd3d549fb9f0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.8,0.738,4,-5.025,1,0.0844,0.194,0.0,0.133,0.816,92.02
9605,1QigNNcv8c5X2iL294bZev,MÍRENME AHORA,Myke Towers,67,https://p.scdn.co/mp3-preview/169c45f7f3ff4109eae75ce40882ac36c0d1eeb8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.745,0.695,2,-5.888,0,0.125,0.0578,3.72e-06,0.519,0.618,130.027
9607,6T7sYe6XUjynzSamUDHaGm,N.U.T.S,Ian Isiah,19,https://p.scdn.co/mp3-preview/6d09d8fb6aad98a9e6d83c401f315acce6dd74f3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.699,0.868,7,-4.372,0,0.168,0.589,5.89e-05,0.798,0.858,102.995
9610,68s5zs7NWOgy3NyJ7U1uzA,Na Na Na,Goyo,29,https://p.scdn.co/mp3-preview/3436ae850340dc97a3690e813acb1db1f6e1540b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.726,0.676,0,-3.044,1,0.0811,0.0512,5.04e-06,0.0333,0.495,121.94
9612,2K0MskEf5lXMqtm7jbohWN,Na Na Na Boo Boo,YNW Melly,46,https://p.scdn.co/mp3-preview/13a11eba2cfabba538896a51e51c909753a16437?cid=1346ad7fd5d14060af96cc4eaf61e382,0.815,0.594,5,-6.311,1,0.0549,0.625,0.0,0.0784,0.774,134.982
9613,3Bb6SjhcywQ4euKYT2jxmp,Nabi,Peggy Gou,52,https://p.scdn.co/mp3-preview/d69590480c13d92961a8b6d93a1e368fdd6ada53?cid=1346ad7fd5d14060af96cc4eaf61e382,0.581,0.776,1,-11.716,1,0.0509,0.000625,0.358,0.0849,0.736,196.011
